0,website,category
1,change.org,/Society/Activism
2,freerepublic.com,/Society/Activism
3,avaaz.org,/Society/Activism
4,thepetitionsite.com,/Society/Activism
5,newsbusters.org,/Society/Activism
6,democracynow.org,/Society/Activism
7,storify.com,/Society/Activism
8,bugmenot.com,/Society/Activism
9,dosomething.org,/Society/Activism
10,peopleofwalmart.com,/Society/Activism
11,opendemocracy.net,/Society/Activism
12,globalvoices.org,/Society/Activism
13,credoaction.com,/Society/Activism
14,adbusters.org,/Society/Activism
15,occupywallst.org,/Society/Activism
16,wearethe99percent.tumblr.com,/Society/Activism
17,changemakers.com,/Society/Activism
18,ipetitions.com,/Society/Activism
19,speakupwny.com,/Society/Activism
20,takepart.com,/Society/Activism
21,vermontrepublic.org,/Society/Activism
22,ethicalconsumer.org,/Society/Activism
23,obeygiant.com,/Society/Activism
24,civicus.org,/Society/Activism
25,gopetition.com,/Society/Activism
26,ethicalcorp.com,/Society/Activism
27,kpfa.org,/Society/Activism
28,michaelbluejay.com,/Society/Activism
29,shelterforce.org,/Society/Activism
30,freespeech.org,/Society/Activism
31,freepress.net,/Society/Activism
32,ushahidi.com,/Society/Activism
33,apc.org,/Society/Activism
34,leonardo.info,/Society/Activism
35,mediaed.org,/Society/Activism
36,sustainablebusiness.com,/Society/Activism
37,kpfk.org,/Society/Activism
38,cnvc.org,/Society/Activism
39,theyesmen.org,/Society/Activism
40,aeinstein.org,/Society/Activism
41,theworldcafe.com,/Society/Activism
42,creativeaction.network,/Society/Activism
43,kpft.org,/Society/Activism
44,activism.com,/Society/Activism
45,cbgnetwork.org,/Society/Activism
46,occupy.com,/Society/Activism
47,ctenvironment.org,/Society/Activism
48,theforgivenessproject.com,/Society/Activism
49,nonviolent-conflict.org,/Society/Activism
50,wbai.org,/Society/Activism
0,answers.yahoo.com,/Society/Advice
1,sodahead.com,/Society/Advice
2,drphil.com,/Society/Advice
3,marcandangel.com,/Society/Advice
4,goaskalice.columbia.edu,/Society/Advice
5,shareable.net,/Society/Advice
6,succeedsocially.com,/Society/Advice
7,askdeb.com,/Society/Advice
8,ishouldhavesaid.net,/Society/Advice
9,drdaveanddee.com,/Society/Advice
10,lifetips.com,/Society/Advice
11,becomeopedia.com,/Society/Advice
12,helpfulbox.com,/Society/Advice
13,forwardsteps.com.au,/Society/Advice
14,elderwisdomcircle.org,/Society/Advice
15,leavingthefolks.com,/Society/Advice
16,theadvicepeople.com,/Society/Advice
17,advicenators.com,/Society/Advice
18,areyoumyhero.com,/Society/Advice
19,askayeti.com,/Society/Advice
20,brainlagoon.com,/Society/Advice
21,dearmrsweb.com,/Society/Advice
22,wayneandtamara.com,/Society/Advice
23,harlancohen.com,/Society/Advice
24,kristensguide.com,/Society/Advice
25,alittlehelpfromafriend.weebly.com,/Society/Advice
26,living-smartly.com,/Society/Advice
27,nofopa.wordpress.com,/Society/Advice
28,randomwisdomblog.wordpress.com,/Society/Advice
29,socialchoice.com,/Society/Advice
0,siteadvisor.com,/Society/Crime
1,ncjrs.gov,/Society/Crime
2,toolbar.netcraft.com,/Society/Crime
3,thesmokinggun.com,/Society/Crime
4,phishtank.com,/Society/Crime
5,bop.gov,/Society/Crime
6,ojp.gov,/Society/Crime
7,ic3.gov,/Society/Crime
8,djj.state.fl.us,/Society/Crime
9,identitytheft.gov,/Society/Crime
10,meganslaw.ca.gov,/Society/Crime
11,sentencingproject.org,/Society/Crime
12,prisonlegalnews.org,/Society/Crime
13,websleuths.com,/Society/Crime
14,idtheftcenter.org,/Society/Crime
15,prisonreformtrust.org.uk,/Society/Crime
16,victimsofcrime.org,/Society/Crime
17,ussc.gov,/Society/Crime
18,doenetwork.org,/Society/Crime
19,sexoffender.ncsbi.gov,/Society/Crime
20,iwf.org.uk,/Society/Crime
21,safehorizon.org,/Society/Crime
22,policefoundation.org,/Society/Crime
23,ganglandnews.com,/Society/Crime
24,casebook.org,/Society/Crime
25,phishing.org,/Society/Crime
26,alcatrazhistory.com,/Society/Crime
27,lostart.de,/Society/Crime
28,streetgangs.com,/Society/Crime
29,hells-angels.com,/Society/Crime
30,imolin.org,/Society/Crime
31,it.ojp.gov,/Society/Crime
32,tbi.tn.gov,/Society/Crime
33,victimsupport.org.uk,/Society/Crime
34,tjjd.texas.gov,/Society/Crime
35,artloss.com,/Society/Crime
36,havocscope.com,/Society/Crime
37,maryturner.org,/Society/Crime
38,crimemagazine.com,/Society/Crime
39,apgml.org,/Society/Crime
40,cvclv.org,/Society/Crime
41,pomc.com,/Society/Crime
42,crimestoppers-uk.org,/Society/Crime
43,americanmafia.com,/Society/Crime
44,nononsenseselfdefense.com,/Society/Crime
45,reportingproject.net,/Society/Crime
46,asacp.org,/Society/Crime
47,amityvillemurders.com,/Society/Crime
48,acic.org,/Society/Crime
49,prisonerseducation.org.uk,/Society/Crime
0,findagrave.com,/Society/Death
1,dignitymemorial.com,/Society/Death
2,tributes.com,/Society/Death
3,forevermissed.com,/Society/Death
4,deathlist.net,/Society/Death
5,reinssturdivant.com,/Society/Death
6,cem.va.gov,/Society/Death
7,death-clock.org,/Society/Death
8,sytsemafh.com,/Society/Death
9,dignityfunerals.co.uk,/Society/Death
10,ucfuneral.com,/Society/Death
11,deadoraliveinfo.com,/Society/Death
12,wrightfuneral.com,/Society/Death
13,neptunesociety.com,/Society/Death
14,jonestown.sdsu.edu,/Society/Death
15,frazerconsultants.com,/Society/Death
16,nfda.org,/Society/Death
17,findadeath.com,/Society/Death
18,abmc.gov,/Society/Death
19,arlingtoncemetery.net,/Society/Death
20,forestlawn.com,/Society/Death
21,invocare.com.au,/Society/Death
22,deathtimer.com,/Society/Death
23,funerals.org,/Society/Death
24,politicalgraveyard.com,/Society/Death
25,us-funerals.com,/Society/Death
26,staffordsfunerals.com,/Society/Death
27,canadianheadstones.com,/Society/Death
28,deathreference.com,/Society/Death
29,ilesfuneralhomes.com,/Society/Death
30,schmidtandbartelt.com,/Society/Death
31,cemsites.com,/Society/Death
32,funeralone.com,/Society/Death
33,reynolds-jonkhoff.com,/Society/Death
34,lombardofuneralhome.com,/Society/Death
35,deathcafe.com,/Society/Death
36,swiftcurrentfuneralhome.com,/Society/Death
37,carlsonfh.com,/Society/Death
38,roll-of-honour.com,/Society/Death
39,muchloved.com,/Society/Death
